gene chr start end
ENSG00000126106.9 1 45140226 45140227
ENSG00000198520.6 1 45140363 45140364
ENSG00000142937.7 1 45240922 45240923
ENSG00000225721.1 1 45241481 45241482
ENSG00000264294.1 1 45241535 45241536
ENSG00000200913.1 1 45242161 45242162
ENSG00000202031.1 1 45243514 45243515
ENSG00000207421.1 1 45244061 45244062
ENSG00000234093.2 1 45246386 45246387
ENSG00000173846.8 1 45265896 45265897
ENSG00000188396.2 1 45272956 45272957
ENSG00000222009.4 1 45274153 45274154
ENSG00000202444.1 1 45285668 45285669
ENSG00000117425.9 1 45308734 45308735
ENSG00000226499.1 1 45309753 45309754
ENSG00000070785.12 1 45452281 45452282
ENSG00000232369.1 1 45454396 45454397
ENSG00000126107.10 1 45477000 45477001
ENSG00000126088.8 1 45477818 45477819
ENSG00000162415.6 1 45771880 45771881
ENSG00000132773.7 1 45805341 45805342
ENSG00000132781.13 1 45806141 45806142
ENSG00000070759.12 1 45956871 45956872
ENSG00000132763.10 1 45965724 45965725
ENSG00000236624.4 1 45965750 45965751
ENSG00000117450.9 1 45988718 45988719
ENSG00000117448.9 1 46016214 46016215
ENSG00000132780.12 1 46049517 46049518
ENSG00000159588.10 1 46089728 46089729
ENSG00000225447.1 1 46111868 46111869
ENSG00000234329.1 1 46117497 46117498
ENSG00000159596.6 1 46152885 46152886
ENSG00000159592.6 1 46153784 46153785
ENSG00000230896.1 1 46162746 46162747
ENSG00000197429.6 1 46216321 46216322
ENSG00000236111.4 1 46246948 46246949
ENSG00000086015.16 1 46252658 46252659
ENSG00000117472.5 1 46640744 46640745
ENSG00000117461.10 1 46642159 46642160
ENSG00000171357.5 1 46669005 46669006
ENSG00000085998.9 1 46685976 46685977
ENSG00000132128.12 1 46769279 46769280
ENSG00000173660.7 1 46769302 46769303
ENSG00000117481.6 1 46805848 46805849
ENSG00000117480.11 1 46859936 46859937
ENSG00000232022.2 1 46897800 46897801
ENSG00000269956.1 1 47004367 47004368
ENSG00000079277.15 1 47082514 47082515
ENSG00000142961.10 1 47082562 47082563
ENSG00000123472.8 1 47139538 47139539
ENSG00000228237.1 1 47139707 47139708
ENSG00000159658.6 1 47184823 47184824
ENSG00000142973.8 1 47223509 47223510
ENSG00000186377.6 1 47427035 47427036
ENSG00000186160.4 1 47533159 47533160
ENSG00000162366.3 1 47656715 47656716
ENSG00000226252.1 1 47691468 47691469
ENSG00000162367.7 1 47697891 47697892
ENSG00000162368.9 1 47799468 47799469
ENSG00000237424.1 1 47900312 47900313
ENSG00000273395.1 1 48227289 48227290
ENSG00000223814.1 1 48231218 48231219
ENSG00000269113.3 1 48462566 48462567
ENSG00000272491.1 1 48695232 48695233
ENSG00000235105.1 1 48901638 48901639
ENSG00000132122.7 1 48937844 48937845
ENSG00000162373.8 1 49242640 49242641
ENSG00000271782.1 1 50902977 50902978
ENSG00000185104.15 1 51425934 51425935
ENSG00000123080.6 1 51426416 51426417
ENSG00000123091.4 1 51701942 51701943
ENSG00000227070.1 1 51983980 51983981
ENSG00000085832.12 1 51984999 51985000
ENSG00000117859.14 1 52042850 52042851
ENSG00000266993.1 1 52259636 52259637
ENSG00000212076.1 1 52302081 52302082
ENSG00000078618.15 1 52344476 52344477
ENSG00000223390.1 1 52499062 52499063
ENSG00000198841.3 1 52499487 52499488
ENSG00000134717.13 1 52521796 52521797
ENSG00000117862.7 1 52521842 52521843
ENSG00000157077.10 1 52608045 52608046
ENSG00000228407.2 1 52626271 52626272
ENSG00000213735.2 1 52719292 52719293
ENSG00000272100.1 1 52819158 52819159
ENSG00000154222.10 1 52831864 52831865
ENSG00000224680.4 1 52834348 52834349
ENSG00000134748.12 1 52870235 52870236
ENSG00000239063.1 1 52877113 52877114
ENSG00000134744.9 1 53019158 53019159
ENSG00000116157.5 1 53068043 53068044
ENSG00000162377.4 1 53164037 53164038
ENSG00000162378.8 1 53192125 53192126
ENSG00000228929.1 1 53238319 53238320
ENSG00000230953.2 1 53386093 53386094
ENSG00000121310.12 1 53392883 53392884
ENSG00000116171.12 1 53392900 53392901
ENSG00000236360.1 1 53459373 53459374
ENSG00000226147.1 1 53460397 53460398
ENSG00000174348.9 1 53527853 53527854
ENSG00000227644.2 1 53539060 53539061
ENSG00000232993.1 1 53551173 53551174
ENSG00000235563.1 1 53580247 53580248
ENSG00000162383.7 1 53608288 53608289
ENSG00000157184.5 1 53662100 53662101
ENSG00000236723.1 1 53679446 53679447
ENSG00000162384.9 1 53686288 53686289
ENSG00000162385.6 1 53704281 53704282
ENSG00000226754.1 1 53704281 53704282
ENSG00000270172.1 1 53710211 53710212
ENSG00000157193.10 1 53793741 53793742
ENSG00000230138.1 1 53833916 53833917
ENSG00000174332.3 1 54199876 54199877
ENSG00000058804.10 1 54304532 54304533
ENSG00000058799.9 1 54356406 54356407
ENSG00000081870.7 1 54411601 54411602
ENSG00000116212.10 1 54411749 54411750
ENSG00000272091.1 1 54494171 54494172
ENSG00000203276.2 1 54500552 54500553
ENSG00000116209.7 1 54519176 54519177
ENSG00000116205.6 1 54519259 54519260
ENSG00000237611.1 1 54565896 54565897
ENSG00000212670.1 1 54569967 54569968
ENSG00000248835.2 1 54637996 54637997
ENSG00000116221.11 1 54649713 54649714
ENSG00000215883.5 1 54665708 54665709
ENSG00000256407.1 1 54665745 54665746
ENSG00000198711.4 1 54703709 54703710
ENSG00000157216.11 1 54879151 54879152
ENSG00000162390.13 1 55007929 55007930
ENSG00000162391.7 1 55089228 55089229
ENSG00000271723.1 1 55107458 55107459
ENSG00000184313.15 1 55107462 55107463
ENSG00000243725.2 1 55181494 55181495
ENSG00000162396.5 1 55230186 55230187
ENSG00000242396.1 1 55352547 55352548
ENSG00000116133.7 1 55352890 55352891
ENSG00000162402.8 1 55680785 55680786
ENSG00000162407.8 1 57110973 57110974
ENSG00000162409.6 1 57110994 57110995
ENSG00000162600.7 1 59012473 59012474
ENSG00000184292.5 1 59043165 59043166
ENSG00000185839.2 1 59097201 59097202
ENSG00000162601.5 1 59165763 59165764
ENSG00000177606.5 1 59249784 59249785
ENSG00000234807.4 1 59250822 59250823
ENSG00000232453.1 1 59362374 59362375
ENSG00000230812.1 1 59486058 59486059
ENSG00000224609.2 1 59664292 59664293
ENSG00000172456.12 1 59762309 59762310
ENSG00000134709.6 1 60280457 60280458
ENSG00000134716.5 1 60392461 60392462
ENSG00000162599.11 1 61330930 61330931
ENSG00000162604.8 1 62191094 62191095
ENSG00000271200.1 1 62208095 62208096
ENSG00000132849.14 1 62208148 62208149
ENSG00000132854.14 1 62785084 62785085
ENSG00000162607.8 1 62901967 62901968
ENSG00000116641.11 1 63153968 63153969
ENSG00000125703.10 1 63249805 63249806
ENSG00000088035.11 1 63833260 63833261
ENSG00000203965.8 1 63989042 63989043
ENSG00000116652.5 1 64014587 64014588
ENSG00000079739.11 1 64058946 64058947
ENSG00000142856.12 1 64059391 64059392
ENSG00000244256.2 1 64121413 64121414
ENSG00000185483.7 1 64239692 64239693
ENSG00000158966.9 1 64936427 64936428
ENSG00000162437.10 1 65210777 65210778
ENSG00000162434.7 1 65432186 65432187
ENSG00000185031.6 1 65451769 65451770
ENSG00000226891.2 1 65468158 65468159
ENSG00000272506.1 1 65469769 65469770
ENSG00000265996.1 1 65523524 65523525
ENSG00000162433.10 1 65613231 65613232
ENSG00000116678.14 1 65886247 65886248
ENSG00000213625.4 1 65886269 65886270
ENSG00000184588.13 1 66258196 66258197
ENSG00000118473.17 1 66999065 66999066
ENSG00000152760.5 1 67218141 67218142
ENSG00000198160.10 1 67390577 67390578
ENSG00000116704.6 1 67519781 67519782
ENSG00000081985.6 1 67773046 67773047
ENSG00000142864.10 1 67896097 67896098
ENSG00000116717.7 1 68150743 68150744
ENSG00000232284.3 1 68297985 68297986
ENSG00000172380.5 1 68299149 68299150
ENSG00000162595.4 1 68517313 68517314
ENSG00000116729.9 1 68698802 68698803
ENSG00000229133.1 1 68708737 68708738
ENSG00000066557.5 1 70671302 70671303
ENSG00000116754.9 1 70671364 70671365
ENSG00000118454.8 1 70820416 70820417
ENSG00000197568.9 1 70820487 70820488
ENSG00000116761.7 1 70876900 70876901
ENSG00000271992.1 1 70910753 70910754
ENSG00000235782.1 1 71413061 71413062
ENSG00000269933.1 1 71472184 71472185
ENSG00000050628.16 1 71513490 71513491
ENSG00000235079.1 1 71514537 71514538
ENSG00000207721.1 1 71533398 71533399
ENSG00000132485.8 1 71546979 71546980
ENSG00000233994.2 1 72740234 72740235
ENSG00000172260.9 1 72748416 72748417
ENSG00000254685.2 1 74663895 74663896
ENSG00000259030.2 1 74663918 74663919
ENSG00000116783.10 1 74663946 74663947
ENSG00000272864.1 1 75165016 75165017
ENSG00000162623.11 1 75198835 75198836
ENSG00000116791.9 1 75199091 75199092
ENSG00000117054.9 1 76190035 76190036
ENSG00000181227.2 1 76210460 76210461
ENSG00000137955.11 1 76251878 76251879
ENSG00000206620.1 1 76252756 76252757
ENSG00000207241.1 1 76253573 76253574
ENSG00000201487.1 1 76255161 76255162
ENSG00000184005.9 1 76540403 76540404
ENSG00000226415.1 1 77165473 77165474
ENSG00000226084.4 1 77594767 77594768
ENSG00000228187.1 1 77660509 77660510
ENSG00000142892.10 1 77685114 77685115
ENSG00000036549.8 1 78149103 78149104
ENSG00000077254.10 1 78225536 78225537
ENSG00000180488.10 1 78245308 78245309
ENSG00000219201.3 1 78277620 78277621
ENSG00000162614.14 1 78354197 78354198
ENSG00000235927.2 1 78355223 78355224
ENSG00000162613.12 1 78444793 78444794
ENSG00000162616.8 1 78444858 78444859
ENSG00000137960.5 1 78445225 78445226
ENSG00000273338.1 1 78470237 78470238
ENSG00000122420.5 1 78769567 78769568
ENSG00000137959.11 1 79085606 79085607
ENSG00000137965.6 1 79115480 79115481
ENSG00000162618.8 1 79472402 79472403
ENSG00000230787.1 1 79521739 79521740
ENSG00000117114.15 1 81771844 81771845
ENSG00000137941.12 1 84464832 84464833
ENSG00000271576.1 1 84543613 84543614
ENSG00000142875.15 1 84543744 84543745
ENSG00000137976.7 1 84864214 84864215
ENSG00000117133.6 1 84944941 84944942
ENSG00000122432.12 1 84971973 84971974
ENSG00000174021.6 1 84972247 84972248
ENSG00000117151.8 1 85040162 85040163
ENSG00000117155.12 1 85156485 85156486
ENSG00000153898.8 1 85462795 85462796
ENSG00000055732.8 1 85514181 85514182
ENSG00000097096.8 1 85666728 85666729
ENSG00000162642.9 1 85725354 85725355
ENSG00000142867.8 1 85742772 85742773
ENSG00000153904.14 1 86043932 86043933
ENSG00000272691.1 1 86044424 86044425
ENSG00000142871.11 1 86046443 86046444
ENSG00000117174.6 1 86174115 86174116
ENSG00000122417.11 1 86862022 86862023
ENSG00000137975.7 1 86889768 86889769
ENSG00000236915.1 1 87158885 87158886
ENSG00000261737.1 1 87170144 87170145
ENSG00000097033.10 1 87170258 87170259
ENSG00000183291.11 1 87380106 87380107
ENSG00000153936.12 1 87380330 87380331
ENSG00000267561.1 1 87458691 87458692
ENSG00000225568.1 1 87511557 87511558
ENSG00000267272.1 1 87595447 87595448
ENSG00000143013.8 1 87794150 87794151
ENSG00000065243.14 1 89149904 89149905
ENSG00000241975.1 1 89294784 89294785
ENSG00000137947.7 1 89357626 89357627
ENSG00000137944.12 1 89458635 89458636
ENSG00000213516.5 1 89458642 89458643
ENSG00000117226.7 1 89488576 89488577
ENSG00000117228.9 1 89531042 89531043
ENSG00000234518.1 1 89570449 89570450
ENSG00000162645.8 1 89616138 89616139
ENSG00000162654.8 1 89664614 89664615
ENSG00000237568.1 1 89726264 89726265
ENSG00000154451.10 1 89738543 89738544
ENSG00000225492.2 1 89873237 89873238
ENSG00000197147.8 1 89990394 89990395
ENSG00000231999.2 1 90098452 90098453
ENSG00000171488.10 1 90098630 90098631
ENSG00000271949.1 1 90098698 90098699
ENSG00000231613.1 1 90254472 90254473
ENSG00000171492.10 1 90286572 90286573
ENSG00000228175.2 1 90459879 90459880
ENSG00000162664.12 1 90460670 90460671
ENSG00000233593.2 1 91317206 91317207
ENSG00000232882.1 1 91359168 91359169
ENSG00000122482.16 1 91487828 91487829
ENSG00000097046.8 1 91966407 91966408
ENSG00000069702.6 1 92371891 92371892
ENSG00000230667.4 1 92540967 92540968
ENSG00000189195.5 1 92545861 92545862
ENSG00000069712.9 1 92632541 92632542
ENSG00000273487.1 1 92654793 92654794
ENSG00000122484.8 1 92764521 92764522
ENSG00000174842.12 1 92764543 92764544
ENSG00000162676.7 1 92952432 92952433
ENSG00000067208.10 1 93257960 93257961
ENSG00000122406.8 1 93297581 93297582
ENSG00000206680.1 1 93302845 93302846
ENSG00000251795.1 1 93303574 93303575
ENSG00000207523.1 1 93306275 93306276
ENSG00000154511.7 1 93427056 93427057
ENSG00000143033.13 1 93544791 93544792
ENSG00000122483.13 1 93645475 93645476
ENSG00000117500.8 1 93646284 93646285
ENSG00000117505.8 1 93811444 93811445
ENSG00000223745.3 1 93811581 93811582
ENSG00000137942.12 1 93913687 93913688
ENSG00000224093.1 1 94057755 94057756
ENSG00000211575.1 1 94312387 94312388
ENSG00000137936.12 1 94312705 94312706
ENSG00000260464.1 1 94312729 94312730
ENSG00000067334.9 1 94345473 94345474
ENSG00000023909.5 1 94374965 94374966
ENSG00000137962.8 1 94740623 94740624
ENSG00000117528.7 1 94883932 94883933
ENSG00000117525.9 1 95007355 95007356
ENSG00000244433.2 1 95139716 95139717
ENSG00000224081.3 1 95285836 95285837
ENSG00000143036.12 1 95285897 95285898
ENSG00000117519.11 1 95392833 95392834
ENSG00000235501.1 1 95393121 95393122
ENSG00000172339.9 1 95538500 95538501
ENSG00000152078.5 1 95582893 95582894
ENSG00000271092.1 1 95583478 95583479
ENSG00000122481.12 1 95699710 95699711
ENSG00000228852.2 1 95729609 95729610
ENSG00000228971.2 1 95975671 95975672
ENSG00000228502.1 1 96912485 96912486
ENSG00000137970.7 1 97145175 97145176
ENSG00000117569.14 1 97187220 97187221
ENSG00000232878.1 1 97561478 97561479
ENSG00000228057.1 1 98011256 98011257
ENSG00000188641.8 1 98386604 98386605
ENSG00000162627.12 1 99127235 99127236
ENSG00000227034.1 1 99473773 99473774
ENSG00000117600.8 1 99729508 99729509
ENSG00000099260.6 1 100111498 100111499
ENSG00000223656.1 1 100163797 100163798
ENSG00000156869.8 1 100232186 100232187
ENSG00000162688.11 1 100315639 100315640
ENSG00000117620.8 1 100435344 100435345
ENSG00000228084.1 1 100435419 100435420
ENSG00000261254.1 1 100496121 100496122
ENSG00000156875.9 1 100503652 100503653
ENSG00000241073.1 1 100550026 100550027
ENSG00000156876.8 1 100598510 100598511
ENSG00000122435.5 1 100598705 100598706
ENSG00000122477.8 1 100643770 100643771
ENSG00000137992.10 1 100715389 100715390
ENSG00000224616.1 1 100731675 100731676
ENSG00000137996.8 1 100731762 100731763
ENSG00000079335.13 1 100810583 100810584
ENSG00000234332.1 1 100859581 100859582
ENSG00000228086.1 1 100951552 100951553
ENSG00000181656.6 1 101003692 101003693
ENSG00000162692.6 1 101185297 101185298
ENSG00000273204.1 1 101360483 101360484
ENSG00000162694.9 1 101361553 101361554
ENSG00000162695.7 1 101361631 101361632
ENSG00000269175.1 1 101455760 101455761
ENSG00000233184.2 1 101491433 101491434
ENSG00000117543.15 1 101491643 101491644
ENSG00000225938.1 1 101702083 101702084
ENSG00000170989.8 1 101702443 101702444
ENSG00000260940.1 1 101708713 101708714
ENSG00000228399.1 1 101721829 101721830
ENSG00000183298.4 1 102254058 102254059
ENSG00000185946.11 1 104068312 104068313
ENSG00000240038.2 1 104096436 104096437
ENSG00000236085.1 1 104112174 104112175
ENSG00000227850.1 1 106240660 106240661
ENSG00000232952.1 1 106434360 106434361
ENSG00000198890.6 1 107599266 107599267
ENSG00000162631.14 1 107682628 107682629
ENSG00000224550.1 1 108047824 108047825
ENSG00000134215.11 1 108507765 108507766
ENSG00000260879.1 1 108742547 108742548
ENSG00000085491.11 1 108743470 108743471
ENSG00000162636.11 1 109102710 109102711
ENSG00000162639.11 1 109204147 109204148
ENSG00000134186.7 1 109234944 109234945
ENSG00000116266.6 1 109289295 109289296
ENSG00000121957.8 1 109417971 109417972
ENSG00000121940.11 1 109506110 109506111
ENSG00000244716.2 1 109534877 109534878
ENSG00000085433.11 1 109584849 109584850
ENSG00000197780.5 1 109618623 109618624
ENSG00000215717.5 1 109632424 109632425
ENSG00000273382.1 1 109633479 109633480
ENSG00000270066.2 1 109642814 109642815
ENSG00000031698.8 1 109756539 109756540
ENSG00000143126.7 1 109792640 109792641
ENSG00000134222.12 1 109825807 109825808
ENSG00000134243.7 1 109940572 109940573
ENSG00000143106.8 1 109969061 109969062
ENSG00000143028.7 1 110009179 110009180
ENSG00000162650.11 1 110026100 110026101
ENSG00000174151.10 1 110036673 110036674
ENSG00000181754.6 1 110052359 110052360
ENSG00000065135.7 1 110091232 110091233
ENSG00000225113.1 1 110138846 110138847
ENSG00000116337.11 1 110158725 110158726
ENSG00000228703.1 1 110172926 110172927
ENSG00000168765.11 1 110198702 110198703
ENSG00000213366.8 1 110210643 110210644
ENSG00000134184.8 1 110230435 110230436
ENSG00000260246.1 1 110236363 110236364
ENSG00000134201.6 1 110254863 110254864
ENSG00000241720.2 1 110268441 110268442
ENSG00000134202.6 1 110284383 110284384
ENSG00000184371.9 1 110452863 110452864
ENSG00000168710.13 1 110527307 110527308
ENSG00000143093.10 1 110574198 110574199
ENSG00000258634.2 1 110600961 110600962
ENSG00000156150.6 1 110613321 110613322
ENSG00000116396.9 1 110753964 110753965
ENSG00000162775.10 1 110881127 110881128
ENSG00000273373.1 1 110912775 110912776
ENSG00000224699.4 1 110925440 110925441
ENSG00000168679.13 1 110933703 110933704
ENSG00000134248.9 1 110950563 110950564
ENSG00000143125.5 1 110993821 110993822
ENSG00000270380.1 1 110999975 110999976
ENSG00000177301.9 1 111174095 111174096
ENSG00000259834.1 1 111199661 111199662
ENSG00000177272.7 1 111217654 111217655
ENSG00000143119.8 1 111415774 111415775
ENSG00000232811.1 1 111486088 111486089
ENSG00000273010.1 1 111505923 111505924
ENSG00000121931.11 1 111506700 111506701
ENSG00000134255.9 1 111682248 111682249
ENSG00000156171.10 1 111682837 111682838
ENSG00000272982.1 1 111724112 111724113
ENSG00000273221.1 1 111727682 111727683
ENSG00000064886.9 1 111743392 111743393
ENSG00000162777.12 1 111747156 111747157
ENSG00000173947.9 1 111888909 111888910
ENSG00000085465.11 1 111970398 111970399
ENSG00000260948.1 1 111975689 111975690
ENSG00000233337.1 1 111980135 111980136
ENSG00000243960.1 1 111983985 111983986
ENSG00000116459.6 1 111991485 111991486
ENSG00000116455.9 1 111991997 111991998
ENSG00000143110.7 1 112016413 112016414
ENSG00000116473.10 1 112084839 112084840
ENSG00000121933.13 1 112106583 112106584
ENSG00000231346.1 1 112151344 112151345
ENSG00000064703.7 1 112297866 112297867
ENSG00000197852.8 1 112298445 112298446
ENSG00000171385.5 1 112531776 112531777
ENSG00000231437.3 1 112532391 112532392
ENSG00000231246.1 1 112903149 112903150
ENSG00000143079.10 1 112938802 112938803
ENSG00000134245.13 1 113009162 113009163
ENSG00000273483.1 1 113061062 113061063
ENSG00000116489.8 1 113161794 113161795
ENSG00000007341.14 1 113163446 113163447
ENSG00000238975.1 1 113195209 113195210
ENSG00000155363.14 1 113215762 113215763
ENSG00000225075.1 1 113239242 113239243
ENSG00000155366.12 1 113250055 113250056
ENSG00000271810.1 1 113254054 113254055
ENSG00000155367.11 1 113258098 113258099
ENSG00000226419.2 1 113499036 113499037
ENSG00000155380.7 1 113499634 113499635
ENSG00000236066.1 1 113550875 113550876
ENSG00000238198.1 1 113615726 113615727
ENSG00000198799.7 1 113615830 113615831
ENSG00000237278.2 1 113669504 113669505
ENSG00000081026.14 1 113933370 113933371
ENSG00000232499.2 1 113992321 113992322
ENSG00000232450.1 1 114242252 114242253
ENSG00000116793.11 1 114302110 114302111
ENSG00000081019.9 1 114355097 114355098
ENSG00000226167.1 1 114399256 114399257
ENSG00000134242.11 1 114414380 114414381
ENSG00000118655.4 1 114447762 114447763
ENSG00000134262.8 1 114447822 114447823
ENSG00000163349.17 1 114471813 114471814
ENSG00000116774.7 1 114522062 114522063
ENSG00000197323.6 1 115053780 115053781
ENSG00000116752.5 1 115124259 115124260
ENSG00000175984.10 1 115213042 115213043
ENSG00000116748.15 1 115238238 115238239
ENSG00000213281.4 1 115259514 115259515
ENSG00000009307.11 1 115301296 115301297
ENSG00000052723.7 1 115323305 115323306
ENSG00000134198.5 1 115632120 115632121
ENSG00000228035.1 1 115825654 115825655
ENSG00000134259.3 1 115880856 115880857
ENSG00000173218.10 1 116184573 116184574
ENSG00000118729.10 1 116311401 116311402
ENSG00000163393.8 1 116519118 116519119
ENSG00000163399.11 1 116915289 116915290
ENSG00000269279.1 1 116926717 116926718
ENSG00000212385.1 1 116956490 116956491
ENSG00000203865.5 1 116961243 116961244
ENSG00000224950.1 1 117041833 117041834
ENSG00000177173.5 1 117076713 117076714
ENSG00000116815.11 1 117113660 117113661
ENSG00000143061.13 1 117210374 117210375
ENSG00000116824.4 1 117297006 117297007
ENSG00000225079.2 1 117318244 117318245
ENSG00000134247.9 1 117452678 117452679
ENSG00000116830.7 1 117602924 117602925
ENSG00000134253.5 1 117665208 117665209
ENSG00000271427.1 1 117908094 117908095
ENSG00000198162.8 1 117910070 117910071
ENSG00000183508.4 1 118148555 118148556
ENSG00000228217.1 1 118321127 118321128
ENSG00000196505.6 1 118472252 118472253
ENSG00000065183.11 1 118472342 118472343
ENSG00000092607.9 1 119532178 119532179
ENSG00000224238.2 1 119590027 119590028
ENSG00000231365.1 1 119683018 119683019
ENSG00000116874.7 1 119683293 119683294
ENSG00000226443.3 1 120077368 120077369
ENSG00000260941.1 1 120141893 120141894
ENSG00000143067.4 1 120190395 120190396
ENSG00000092621.7 1 120202420 120202421
ENSG00000261662.1 1 120453235 120453236
ENSG00000134250.13 1 120612239 120612240
ENSG00000273131.1 1 120697145 120697146
ENSG00000223345.3 1 120906027 120906028
ENSG00000198019.8 1 120935936 120935937
ENSG00000171943.7 1 121107123 121107124
ENSG00000269996.1 1 121133255 121133256
ENSG00000227082.1 1 121138613 121138614
ENSG00000203849.6 1 142729966 142729967
ENSG00000242676.3 1 142729970 142729971
ENSG00000232745.2 1 142803531 142803532
ENSG00000234978.1 1 142816003 142816004
ENSG00000196369.6 1 143913614 143913615
ENSG00000271644.1 1 144044081 144044082
ENSG00000231360.2 1 144339737 144339738
ENSG00000201699.1 1 144534037 144534038
ENSG00000225241.3 1 144593362 144593363
ENSG00000203843.3 1 144612682 144612683
ENSG00000215861.4 1 144679968 144679969
ENSG00000168614.13 1 144811743 144811744
ENSG00000254539.1 1 144835866 144835867
ENSG00000255148.2 1 144858173 144858174
ENSG00000254913.1 1 144874944 144874945
ENSG00000222788.1 1 144944671 144944672
ENSG00000272755.1 1 145018394 145018395
ENSG00000178104.15 1 145076185 145076186
ENSG00000223380.3 1 145096219 145096220
ENSG00000177144.5 1 145139568 145139569
ENSG00000213240.7 1 145209118 145209119
ENSG00000255168.1 1 145209144 145209145
ENSG00000163386.16 1 145289771 145289772
ENSG00000117289.7 1 145438468 145438469
ENSG00000121851.8 1 145470387 145470388
ENSG00000181039.7 1 145470507 145470508
ENSG00000152022.7 1 145477084 145477085
ENSG00000131795.8 1 145507597 145507598
ENSG00000234222.2 1 145508502 145508503
ENSG00000211451.7 1 145516075 145516076
ENSG00000131779.6 1 145516251 145516252
ENSG00000143127.8 1 145524890 145524891
ENSG00000198483.8 1 145549229 145549230
ENSG00000131788.11 1 145575232 145575233
ENSG00000186364.7 1 145589438 145589439
ENSG00000186141.4 1 145611024 145611025
ENSG00000121848.9 1 145611035 145611036
ENSG00000117281.11 1 145715613 145715614
ENSG00000117262.14 1 145827102 145827103
ENSG00000186275.7 1 146373545 146373546
ENSG00000234225.2 1 146475176 146475177
ENSG00000227242.2 1 146596106 146596107
ENSG00000131791.6 1 146644128 146644129
ENSG00000237188.3 1 146644349 146644350
ENSG00000273071.1 1 146644764 146644765
ENSG00000271721.1 1 146647180 146647181
ENSG00000180867.9 1 146649691 146649692
ENSG00000226015.2 1 146676512 146676513
ENSG00000131778.13 1 146714290 146714291
ENSG00000131781.8 1 146714699 146714700
ENSG00000116128.5 1 147013181 147013182
ENSG00000162836.7 1 147142617 147142618
ENSG00000234482.1 1 147229425 147229426
ENSG00000143140.6 1 147245483 147245484
ENSG00000227700.1 1 147718439 147718440
ENSG00000272824.1 1 147830814 147830815
ENSG00000122497.13 1 148025862 148025863
ENSG00000223612.2 1 148193171 148193172
ENSG00000207501.1 1 148241464 148241465
ENSG00000243452.3 1 148555978 148555979
ENSG00000223495.2 1 148854119 148854120
ENSG00000232527.3 1 148928321 148928322
ENSG00000226067.2 1 149284644 149284645
ENSG00000252105.1 1 149286321 149286322
ENSG00000235999.1 1 149287450 149287451
ENSG00000240929.2 1 149399225 149399226
ENSG00000273213.1 1 149400539 149400540
ENSG00000233368.2 1 149577295 149577296
ENSG00000202496.1 1 149605916 149605917
ENSG00000203815.2 1 149675977 149675978
ENSG00000272993.1 1 149817382 149817383
ENSG00000261716.1 1 149820590 149820591
ENSG00000184678.8 1 149858231 149858232
ENSG00000184260.4 1 149858524 149858525
ENSG00000178096.8 1 149859439 149859440
ENSG00000143368.9 1 149900235 149900236
ENSG00000014914.15 1 149908790 149908791
ENSG00000163113.10 1 149982624 149982625
ENSG00000136631.8 1 150039368 150039369
ENSG00000023902.9 1 150121372 150121373
ENSG00000143401.10 1 150208503 150208504
ENSG00000118292.4 1 150240599 150240600
ENSG00000117362.8 1 150241979 150241980
ENSG00000159208.11 1 150254952 150254953
ENSG00000187145.10 1 150266288 150266289
ENSG00000117360.8 1 150293924 150293925
ENSG00000163125.11 1 150335566 150335567
ENSG00000143374.10 1 150459886 150459887
ENSG00000143369.10 1 150480537 150480538
ENSG00000143382.9 1 150521883 150521884
ENSG00000225996.2 1 150521896 150521897
ENSG00000264553.1 1 150524404 150524405
ENSG00000237781.2 1 150530199 150530200
ENSG00000203804.3 1 150533968 150533969
ENSG00000264508.1 1 150539335 150539336
ENSG00000264584.1 1 150541744 150541745
ENSG00000143384.8 1 150552065 150552066
ENSG00000253047.1 1 150573134 150573135
ENSG00000143420.13 1 150602087 150602088
ENSG00000143457.6 1 150669629 150669630
ENSG00000163131.6 1 150738432 150738433
ENSG00000143387.8 1 150780798 150780799
ENSG00000143437.16 1 150849243 150849244
ENSG00000143379.8 1 150898738 150898739
ENSG00000259357.1 1 150937735 150937736
ENSG00000143418.15 1 150947478 150947479
ENSG00000143412.5 1 150954492 150954493
ENSG00000143409.11 1 150980850 150980851
ENSG00000143363.11 1 150980895 150980896
ENSG00000143443.9 1 151020215 151020216
ENSG00000213190.2 1 151030233 151030234
ENSG00000197622.8 1 151042800 151042801
ENSG00000143458.7 1 151043053 151043054
ENSG00000143434.11 1 151119103 151119104
ENSG00000163154.5 1 151129104 151129105
ENSG00000163156.7 1 151129139 151129140
ENSG00000163155.7 1 151138423 151138424
ENSG00000163159.7 1 151167796 151167797
ENSG00000143398.15 1 151170424 151170425
ENSG00000159352.11 1 151227178 151227179
ENSG00000143373.13 1 151254093 151254094
ENSG00000232671.2 1 151254404 151254405
ENSG00000143393.12 1 151300190 151300191
ENSG00000224645.1 1 151313123 151313124
ENSG00000237976.1 1 151319442 151319443
ENSG00000143390.13 1 151319832 151319833
ENSG00000143416.16 1 151345208 151345209
ENSG00000159377.6 1 151372009 151372010
ENSG00000143442.17 1 151431940 151431941
ENSG00000143375.10 1 151482985 151482986
ENSG00000143367.11 1 151512780 151512781
ENSG00000143376.8 1 151584540 151584541
ENSG00000269621.1 1 151728016 151728017
ENSG00000143450.10 1 151735444 151735445
